index,SNo,ObservationDate,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Active_case
156144,156145,11/15/2020,Saga,Japan,2020/11/16 05:25,276,1,266,9
156145,156146,11/15/2020,Saint Barthelemy,France,2020/11/16 05:25,109,0,83,26
156146,156147,11/15/2020,Saint Petersburg,Russia,2020/11/16 05:25,81704,4551,48663,28490
156147,156148,11/15/2020,Saint Pierre and Miquelon,France,2020/11/16 05:25,16,0,12,4
156148,156149,11/15/2020,Saitama,Japan,2020/11/16 05:25,6823,118,5864,841
156149,156150,11/15/2020,Sakha (Yakutiya) Republic,Russia,2020/11/16 05:25,16730,206,10176,6348
156150,156151,11/15/2020,Sakhalin Oblast,Russia,2020/11/16 05:25,9429,4,6329,3096
156151,156152,11/15/2020,Samara Oblast,Russia,2020/11/16 05:25,18861,355,16842,1664
156152,156153,11/15/2020,San Andres y Providencia,Colombia,2020/11/16 05:25,1988,31,1899,58
156153,156154,11/15/2020,San Luis Potosi,Mexico,2020/11/16 05:25,31747,2263,0,29484
156154,156155,11/15/2020,San Martin,Peru,2020/11/16 05:25,22782,748,0,22034
156155,156156,11/15/2020,Santa Catarina,Brazil,2020/11/16 05:25,295946,3318,270580,22048
156156,156157,11/15/2020,Santander,Colombia,2020/11/16 05:25,48009,1851,43006,3152
156157,156158,11/15/2020,Sao Paulo,Brazil,2020/11/16 05:25,1168640,40564,1051778,76298
156158,156159,11/15/2020,Saratov Oblast,Russia,2020/11/16 05:25,23563,185,16720,6658
156159,156160,11/15/2020,Sardegna,Italy,2020/11/16 05:25,15183,322,4641,10220
156160,156161,11/15/2020,Saskatchewan,Canada,2020/11/16 05:25,5001,31,3163,1807
156161,156162,11/15/2020,Schleswig-Holstein,Germany,2020/11/16 05:25,11522,222,8120,3180
156162,156163,11/15/2020,Scotland,UK,2020/11/16 05:25,81294,3280,0,78014
156163,156164,11/15/2020,Sergipe,Brazil,2020/11/16 05:25,86045,2259,78367,5419
156164,156165,11/15/2020,Sevastopol*,Ukraine,2020/11/16 05:25,3470,95,2615,760
156165,156166,11/15/2020,Shaanxi,China,2020/11/16 05:25,487,3,439,45
156166,156167,11/15/2020,Shandong,China,2020/11/16 05:25,848,7,841,0
156167,156168,11/15/2020,Shanghai,China,2020/11/16 05:25,1277,7,1183,87
156168,156169,11/15/2020,Shanxi,China,2020/11/16 05:25,219,0,213,6
156169,156170,11/15/2020,Shiga,Japan,2020/11/16 05:25,663,9,559,95
156170,156171,11/15/2020,Shimane,Japan,2020/11/16 05:25,141,0,141,0
156171,156172,11/15/2020,Shizuoka,Japan,2020/11/16 05:25,882,4,687,191
156172,156173,11/15/2020,Sichuan,China,2020/11/16 05:25,786,3,738,45
156173,156174,11/15/2020,Sicilia,Italy,2020/11/16 05:25,41532,896,11829,28807
156174,156175,11/15/2020,Sikkim,India,2020/11/16 05:25,4498,89,4125,284
156175,156176,11/15/2020,Sinaloa,Mexico,2020/11/16 05:25,23030,3796,0,19234
156176,156177,11/15/2020,Sindh,Pakistan,2020/11/16 05:25,155680,2747,142707,10226
156177,156178,11/15/2020,Sint Maarten,Netherlands,2020/11/16 05:25,933,24,835,74
156178,156179,11/15/2020,Skane,Sweden,2020/11/16 05:25,16639,322,0,16317
156179,156180,11/15/2020,Smolensk Oblast,Russia,2020/11/16 05:25,10458,254,7081,3123
156180,156181,11/15/2020,Sonora,Mexico,2020/11/16 05:25,40348,3253,0,37095
156181,156182,11/15/2020,Sormland,Sweden,2020/11/16 05:25,4282,259,0,4023
156182,156183,11/15/2020,South Australia,Australia,2020/11/16 05:25,544,4,495,45
156183,156184,11/15/2020,South Carolina,US,2020/11/16 05:25,195507,4112,0,191395
156184,156185,11/15/2020,South Dakota,US,2020/11/16 05:25,65381,644,0,64737
156185,156186,11/15/2020,St Martin,France,2020/11/16 05:25,655,12,551,92
156186,156187,11/15/2020,Stavropol Krai,Russia,2020/11/16 05:25,24379,481,20172,3726
156187,156188,11/15/2020,Stockholm,Sweden,2020/11/16 05:25,51043,2508,0,48535
156188,156189,11/15/2020,Sucre,Colombia,2020/11/16 05:25,16103,632,15055,416
156189,156190,11/15/2020,Sumy Oblast,Ukraine,2020/11/16 05:25,17859,260,6708,10891
156190,156191,11/15/2020,Sverdlovsk Oblast,Russia,2020/11/16 05:25,40671,889,32822,6960
156191,156192,11/15/2020,Tabasco,Mexico,2020/11/16 05:25,35691,3020,0,32671
156192,156193,11/15/2020,Tacna,Peru,2020/11/16 05:25,13606,248,0,13358
156193,156194,11/15/2020,Tamaulipas,Mexico,2020/11/16 05:25,33668,2824,0,30844
156194,156195,11/15/2020,Tambov Oblast,Russia,2020/11/16 05:25,11416,66,9219,2131
156195,156196,11/15/2020,Tamil Nadu,India,2020/11/16 05:25,758191,11478,730272,16441
156196,156197,11/15/2020,Tarapaca,Chile,2020/11/16 05:25,13419,246,12881,292
156197,156198,11/15/2020,Tasmania,Australia,2020/11/16 05:25,230,13,217,0
156198,156199,11/15/2020,Tatarstan Republic,Russia,2020/11/16 05:25,9243,121,8128,994
156199,156200,11/15/2020,Telangana,India,2020/11/16 05:25,257876,1407,242084,14385
156200,156201,11/15/2020,Tennessee,US,2020/11/16 05:25,310937,3893,0,307044
156201,156202,11/15/2020,Ternopil Oblast,Ukraine,2020/11/16 05:25,23555,308,18741,4506
156202,156203,11/15/2020,Texas,US,2020/11/16 05:25,1059753,20002,0,1039751
156203,156204,11/15/2020,Thuringen,Germany,2020/11/16 05:25,10982,254,7556,3172
156204,156205,11/15/2020,Tianjin,China,2020/11/16 05:25,289,3,267,19
156205,156206,11/15/2020,Tibet,China,2020/11/16 05:25,1,0,1,0
156206,156207,11/15/2020,Tlaxcala,Mexico,2020/11/16 05:25,8768,1265,0,7503
156207,156208,11/15/2020,Tocantins,Brazil,2020/11/16 05:25,78077,1137,69225,7715
156208,156209,11/15/2020,Tochigi,Japan,2020/11/16 05:25,516,2,490,24
156209,156210,11/15/2020,Tokushima,Japan,2020/11/16 05:25,171,9,156,6
156210,156211,11/15/2020,Tokyo,Japan,2020/11/16 05:25,34789,464,21368,12957
156211,156212,11/15/2020,Tolima,Colombia,2020/11/16 05:25,24801,751,22674,1376
156212,156213,11/15/2020,Tomsk Oblast,Russia,2020/11/16 05:25,15421,136,9755,5530
156213,156214,11/15/2020,Toscana,Italy,2020/11/16 05:25,79403,1879,25216,52308
156214,156215,11/15/2020,Tottori,Japan,2020/11/16 05:25,52,0,41,11
156215,156216,11/15/2020,Toyama,Japan,2020/11/16 05:25,428,26,397,5
156216,156217,11/15/2020,Tripura,India,2020/11/16 05:25,31962,364,30555,1043
156217,156218,11/15/2020,Tula Oblast,Russia,2020/11/16 05:25,14330,451,12073,1806
156218,156219,11/15/2020,Tumbes,Peru,2020/11/16 05:25,8816,323,0,8493
156219,156220,11/15/2020,Turks and Caicos Islands,UK,2020/11/16 05:25,720,6,695,19
156220,156221,11/15/2020,Tver Oblast,Russia,2020/11/16 05:25,12199,351,7134,4714
156221,156222,11/15/2020,Tyumen Oblast,Russia,2020/11/16 05:25,15742,107,10294,5341
156222,156223,11/15/2020,Tyva Republic,Russia,2020/11/16 05:25,10889,121,9970,798
156223,156224,11/15/2020,Ucayali,Peru,2020/11/16 05:25,18835,358,0,18477
156224,156225,11/15/2020,Udmurt Republic,Russia,2020/11/16 05:25,10927,254,9395,1278
156225,156226,11/15/2020,Ulyanovsk Oblast,Russia,2020/11/16 05:25,24002,303,19407,4292
156226,156227,11/15/2020,Umbria,Italy,2020/11/16 05:25,18876,253,7528,11095
156227,156228,11/15/2020,Unknown,Belgium,2020/11/16 05:25,8857,14421,0,-5564
156228,156229,11/15/2020,Unknown,Chile,2020/11/16 05:25,46,1,46,-1
156229,156230,11/15/2020,Unknown,Colombia,2020/11/16 05:25,0,0,0,0
156230,156231,11/15/2020,Unknown,Germany,2020/11/16 05:25,332,0,0,332
156231,156232,11/15/2020,Unknown,India,2020/11/16 05:25,0,0,0,0
156232,156233,11/15/2020,Unknown,Japan,2020/11/16 05:25,8,0,8,0
156233,156234,11/15/2020,Unknown,Mexico,2020/11/16 05:25,0,0,750190,-750190
156234,156235,11/15/2020,Unknown,Netherlands,2020/11/16 05:25,2716,25,0,2691
156235,156236,11/15/2020,Unknown,Peru,2020/11/16 05:25,0,0,858388,-858388
156236,156237,11/15/2020,Unknown,Spain,2020/11/16 05:25,0,0,0,0
156237,156238,11/15/2020,Unknown,UK,2020/11/16 05:25,0,0,0,0
156238,156239,11/15/2020,Uppsala,Sweden,2020/11/16 05:25,8060,262,0,7798
156239,156240,11/15/2020,Utah,US,2020/11/16 05:25,153808,718,0,153090
156240,156241,11/15/2020,Utrecht,Netherlands,2020/11/16 05:25,38043,613,0,37430
156241,156242,11/15/2020,Uttar Pradesh,India,2020/11/16 05:25,511304,7372,480965,22967
156242,156243,11/15/2020,Uttarakhand,India,2020/11/16 05:25,68215,1107,62543,4565
156243,156244,11/15/2020,Valle d'Aosta,Italy,2020/11/16 05:25,5246,248,2703,2295
156244,156245,11/15/2020,Valle del Cauca,Colombia,2020/11/16 05:25,96171,3106,86676,6389
156245,156246,11/15/2020,Valparaiso,Chile,2020/11/16 05:25,31423,1107,29823,493
156246,156247,11/15/2020,Varmland,Sweden,2020/11/16 05:25,2365,77,0,2288
156247,156248,11/15/2020,Vasterbotten,Sweden,2020/11/16 05:25,2568,32,0,2536
156248,156249,11/15/2020,Vasternorrland,Sweden,2020/11/16 05:25,2925,140,0,2785
156249,156250,11/15/2020,Vastmanland,Sweden,2020/11/16 05:25,5451,186,0,5265
156250,156251,11/15/2020,Vastra Gotaland,Sweden,2020/11/16 05:25,32726,908,0,31818
156251,156252,11/15/2020,Vaupes,Colombia,2020/11/16 05:25,1114,12,1083,19
156252,156253,11/15/2020,Veneto,Italy,2020/11/16 05:25,100876,2845,36525,61506
156253,156254,11/15/2020,Veracruz,Mexico,2020/11/16 05:25,38321,5175,0,33146
156254,156255,11/15/2020,Vermont,US,2020/11/16 05:25,2889,59,0,2830
156255,156256,11/15/2020,Vichada,Colombia,2020/11/16 05:25,867,11,835,21
156256,156257,11/15/2020,Victoria,Australia,2020/11/16 05:25,20345,819,19523,3
156257,156258,11/15/2020,Vinnytsia Oblast,Ukraine,2020/11/16 05:25,13844,241,7920,5683
156258,156259,11/15/2020,Virgin Islands,US,2020/11/16 05:25,1434,23,0,1411
156259,156260,11/15/2020,Virginia,US,2020/11/16 05:25,201960,3800,0,198160
156260,156261,11/15/2020,Vladimir Oblast,Russia,2020/11/16 05:25,11294,277,8534,2483
156261,156262,11/15/2020,Volgograd Oblast,Russia,2020/11/16 05:25,23629,248,21706,1675
156262,156263,11/15/2020,Vologda Oblast,Russia,2020/11/16 05:25,8853,74,7369,1410
156263,156264,11/15/2020,Volyn Oblast,Ukraine,2020/11/16 05:25,18676,361,11881,6434
156264,156265,11/15/2020,Voronezh Oblast,Russia,2020/11/16 05:25,29653,421,27698,1534
156265,156266,11/15/2020,Wakayama,Japan,2020/11/16 05:25,326,4,272,50
156266,156267,11/15/2020,Wales,UK,2020/11/16 05:25,66214,2207,0,64007
156267,156268,11/15/2020,Walloon Brabant,Belgium,2020/11/16 05:25,21904,0,0,21904
156268,156269,11/15/2020,Washington,US,2020/11/16 05:25,130040,2519,0,127521
156269,156270,11/15/2020,West Bengal,India,2020/11/16 05:25,431551,7661,394576,29314
156270,156271,11/15/2020,West Flanders,Belgium,2020/11/16 05:25,40093,0,0,40093
156271,156272,11/15/2020,West Virginia,US,2020/11/16 05:25,33659,582,0,33077
156272,156273,11/15/2020,Western Australia,Australia,2020/11/16 05:25,787,9,757,21
156273,156274,11/15/2020,Wisconsin,US,2020/11/16 05:25,329924,2751,0,327173
156274,156275,11/15/2020,Wyoming,US,2020/11/16 05:25,22494,144,0,22350
156275,156276,11/15/2020,Xinjiang,China,2020/11/16 05:25,980,3,960,17
156276,156277,11/15/2020,Yamagata,Japan,2020/11/16 05:25,98,1,83,14
156277,156278,11/15/2020,Yamaguchi,Japan,2020/11/16 05:25,266,2,211,53
156278,156279,11/15/2020,Yamalo-Nenets Autonomous Okrug,Russia,2020/11/16 05:25,23404,193,16097,7114
156279,156280,11/15/2020,Yamanashi,Japan,2020/11/16 05:25,283,6,220,57
156280,156281,11/15/2020,Yaroslavl Oblast,Russia,2020/11/16 05:25,13713,69,12470,1174
156281,156282,11/15/2020,Yucatan,Mexico,2020/11/16 05:25,22683,1904,0,20779
156282,156283,11/15/2020,Yukon,Canada,2020/11/16 05:25,24,1,22,1
156283,156284,11/15/2020,Yunnan,China,2020/11/16 05:25,217,2,209,6
156284,156285,11/15/2020,Zabaykalsky Krai,Russia,2020/11/16 05:25,15222,219,12262,2741
156285,156286,11/15/2020,Zacatecas,Mexico,2020/11/16 05:25,13501,1120,0,12381
156286,156287,11/15/2020,Zakarpattia Oblast,Ukraine,2020/11/16 05:25,19384,468,8382,10534
156287,156288,11/15/2020,Zaporizhia Oblast,Ukraine,2020/11/16 05:25,18484,164,3021,15299
156288,156289,11/15/2020,Zeeland,Netherlands,2020/11/16 05:25,5041,86,0,4955
156289,156290,11/15/2020,Zhejiang,China,2020/11/16 05:25,1291,1,1279,11
156290,156291,11/15/2020,Zhytomyr Oblast,Ukraine,2020/11/16 05:25,22225,368,12266,9591
156291,156292,11/15/2020,Zuid-Holland,Netherlands,2020/11/16 05:25,129188,2031,0,127157
